Description	ID	lycopersicum	appendiculatum	inflata	tuberosum	sinuosa	axillaris	attenuata
OG0000528	OG0000528	4	7	4	6	5	2	1
OG0000529	OG0000529	0	11	7	6	0	3	2
OG0000530	OG0000530	14	1	1	4	0	5	4
OG0000531	OG0000531	0	4	13	0	0	11	1
OG0000532	OG0000532	11	9	0	8	0	0	1
OG0000533	OG0000533	12	1	1	12	0	1	2
OG0000534	OG0000534	0	0	9	0	0	20	0
OG0000535	OG0000535	0	0	15	0	0	14	0
OG0000536	OG0000536	4	4	3	1	3	7	6
OG0000537	OG0000537	3	3	7	1	4	4	6
OG0000538	OG0000538	4	5	2	5	4	4	4
OG0000539	OG0000539	5	5	3	5	4	1	5
OG0000540	OG0000540	4	3	4	4	4	3	6
OG0000541	OG0000541	4	4	4	5	3	4	4
OG0000542	OG0000542	7	11	0	7	3	0	0
OG0000543	OG0000543	6	4	5	4	4	2	3
OG0000544	OG0000544	5	3	3	2	5	7	3
OG0000545	OG0000545	3	0	12	1	3	9	0
OG0000546	OG0000546	4	5	2	4	5	3	5
OG0000547	OG0000547	1	3	0	6	16	0	2
OG0000548	OG0000548	5	2	3	4	4	5	5
OG0000549	OG0000549	2	4	6	3	4	4	5
OG0000550	OG0000550	0	0	0	27	1	0	0
OG0000551	OG0000551	6	3	4	3	4	5	3
OG0000552	OG0000552	5	5	4	5	1	3	5
OG0000553	OG0000553	0	15	0	8	3	0	2
OG0000554	OG0000554	2	12	1	8	1	3	1
OG0000555	OG0000555	1	4	6	1	2	14	0
OG0000556	OG0000556	5	2	5	4	3	5	4
OG0000557	OG0000557	2	2	3	3	3	5	10
OG0000558	OG0000558	3	21	0	3	1	0	0
OG0000559	OG0000559	3	6	2	6	4	2	5
OG0000560	OG0000560	3	2	8	0	1	8	6
OG0000561	OG0000561	2	2	5	2	3	2	12
OG0000562	OG0000562	5	4	2	5	2	3	7
OG0000563	OG0000563	4	1	0	6	0	0	17
OG0000564	OG0000564	3	3	4	5	0	7	6
OG0000565	OG0000565	6	8	2	7	0	4	1
OG0000566	OG0000566	7	2	7	6	0	6	0
OG0000567	OG0000567	1	1	0	26	0	0	0
OG0000569	OG0000569	3	6	6	4	4	1	3
OG0000570	OG0000570	4	1	6	5	3	4	4
OG0000571	OG0000571	4	6	3	5	4	3	2
OG0000572	OG0000572	4	4	4	4	3	4	4
OG0000573	OG0000573	6	5	3	4	3	3	3
OG0000574	OG0000574	1	13	0	4	6	0	3
OG0000575	OG0000575	4	1	5	5	5	3	4
OG0000576	OG0000576	1	3	6	4	2	5	6
OG0000577	OG0000577	3	1	5	6	2	6	4
OG0000578	OG0000578	4	3	4	5	3	4	4
OG0000579	OG0000579	3	4	6	3	4	4	3
OG0000580	OG0000580	1	3	6	5	5	4	3
OG0000581	OG0000581	3	6	4	5	1	8	0
OG0000582	OG0000582	3	2	5	3	2	6	6
OG0000583	OG0000583	5	4	5	3	5	3	2
OG0000584	OG0000584	4	8	8	1	2	4	0
OG0000585	OG0000585	3	4	5	3	2	5	5
OG0000586	OG0000586	4	4	3	4	3	4	5
OG0000587	OG0000587	4	4	5	2	3	4	5
OG0000588	OG0000588	2	2	1	18	2	1	1
OG0000589	OG0000589	0	0	0	0	2	0	25
OG0000590	OG0000590	4	5	0	8	8	0	2
OG0000591	OG0000591	4	3	2	13	3	2	0
OG0000592	OG0000592	3	2	6	3	2	7	4
OG0000593	OG0000593	4	5	3	3	5	2	5
OG0000594	OG0000594	0	13	1	5	5	1	2
OG0000595	OG0000595	4	4	5	4	3	4	3
OG0000596	OG0000596	4	4	3	5	5	1	5
OG0000597	OG0000597	0	9	0	16	2	0	0
OG0000598	OG0000598	2	2	7	2	5	5	4
OG0000599	OG0000599	2	6	7	2	2	7	1
OG0000600	OG0000600	1	5	0	15	3	0	3
OG0000601	OG0000601	6	4	4	4	3	3	3
OG0000602	OG0000602	3	1	3	9	6	3	2
OG0000603	OG0000603	2	3	7	2	4	8	1
OG0000604	OG0000604	6	1	1	15	1	1	2
OG0000605	OG0000605	4	4	3	2	8	4	2
OG0000606	OG0000606	2	1	8	1	1	11	3
OG0000607	OG0000607	3	5	6	6	0	2	5
OG0000608	OG0000608	0	4	0	1	0	13	9
OG0000609	OG0000609	0	0	0	1	0	0	26
OG0000610	OG0000610	0	1	0	0	0	0	26
OG0000611	OG0000611	4	5	7	4	0	4	3
OG0000612	OG0000612	4	17	0	6	0	0	0
OG0000614	OG0000614	2	1	8	3	4	7	1
OG0000615	OG0000615	4	10	0	6	4	1	1
OG0000616	OG0000616	0	0	0	2	23	0	1
OG0000617	OG0000617	1	1	5	0	6	2	11
OG0000618	OG0000618	5	2	2	10	3	2	2
OG0000619	OG0000619	5	5	3	5	2	3	3
OG0000620	OG0000620	5	5	2	4	5	4	1
OG0000621	OG0000621	1	11	3	5	3	2	1
OG0000622	OG0000622	4	4	5	4	2	3	4
OG0000623	OG0000623	4	3	4	4	3	4	4
OG0000624	OG0000624	2	5	2	8	4	3	2
OG0000625	OG0000625	3	11	0	3	9	0	0
OG0000626	OG0000626	23	1	0	0	2	0	0
OG0000627	OG0000627	5	3	5	2	3	5	3
OG0000628	OG0000628	5	4	2	8	3	2	2
OG0000629	OG0000629	6	3	3	5	3	3	3
OG0000630	OG0000630	5	5	4	6	2	2	2
OG0000631	OG0000631	2	11	0	1	12	0	0
OG0000632	OG0000632	4	4	3	4	4	4	3
OG0000633	OG0000633	3	5	5	5	2	5	1
OG0000634	OG0000634	3	6	3	5	2	4	3
OG0000635	OG0000635	1	2	6	6	1	6	4
OG0000636	OG0000636	0	8	0	1	2	0	15
OG0000637	OG0000637	3	3	6	5	2	4	3
OG0000638	OG0000638	2	3	6	6	2	5	2
OG0000639	OG0000639	2	1	2	0	13	2	6
OG0000640	OG0000640	2	0	4	1	6	4	9
OG0000641	OG0000641	4	2	7	2	1	5	5
OG0000642	OG0000642	5	4	5	2	2	4	4
OG0000643	OG0000643	4	4	4	4	2	4	4
OG0000644	OG0000644	4	4	6	2	1	5	4
OG0000645	OG0000645	1	1	7	3	2	10	2
OG0000646	OG0000646	5	10	1	3	2	2	3
OG0000647	OG0000647	3	0	13	0	1	9	0
OG0000648	OG0000648	4	2	3	5	2	5	5
OG0000649	OG0000649	3	1	5	4	1	8	4
OG0000650	OG0000650	3	4	3	4	4	4	4
OG0000651	OG0000651	5	1	3	7	4	6	0
OG0000652	OG0000652	14	5	1	3	2	1	0
OG0000653	OG0000653	4	6	4	5	2	4	1
OG0000654	OG0000654	1	1	6	3	2	11	2
OG0000655	OG0000655	0	0	0	24	2	0	0
OG0000656	OG0000656	0	14	0	4	1	0	7
OG0000657	OG0000657	1	3	9	4	2	5	2
OG0000659	OG0000659	0	0	3	0	0	1	22
OG0000660	OG0000660	1	1	8	2	0	10	4
OG0000661	OG0000661	14	9	0	3	0	0	0
OG0000662	OG0000662	1	6	0	0	6	0	12
OG0000663	OG0000663	3	8	2	3	4	3	2
OG0000664	OG0000664	6	4	3	4	2	3	3
OG0000665	OG0000665	2	6	6	2	1	7	1
OG0000666	OG0000666	1	2	5	3	2	6	6
OG0000667	OG0000667	5	2	3	6	3	3	3
OG0000668	OG0000668	4	1	3	8	4	3	2
OG0000669	OG0000669	0	3	0	1	20	0	1
OG0000670	OG0000670	4	0	5	2	4	5	5
OG0000671	OG0000671	3	4	4	6	2	3	3
OG0000672	OG0000672	4	4	4	4	1	4	4
OG0000673	OG0000673	3	1	6	0	2	11	2
OG0000674	OG0000674	4	2	5	6	2	2	4
OG0000675	OG0000675	2	2	5	3	4	5	4
OG0000676	OG0000676	1	3	3	1	12	4	1
OG0000677	OG0000677	0	3	6	0	1	9	6
OG0000678	OG0000678	4	4	4	4	5	2	2
OG0000679	OG0000679	0	13	0	2	6	0	4
OG0000680	OG0000680	3	5	6	2	3	4	2
OG0000681	OG0000681	0	5	2	0	15	3	0
OG0000682	OG0000682	7	2	2	8	3	3	0
OG0000683	OG0000683	3	5	4	3	3	3	4
OG0000684	OG0000684	2	2	6	2	4	6	3
OG0000685	OG0000685	4	4	4	2	3	4	4
OG0000686	OG0000686	1	2	2	1	7	11	1
OG0000687	OG0000687	5	3	3	4	4	2	4
OG0000688	OG0000688	5	3	5	2	4	4	2
OG0000689	OG0000689	2	3	6	3	1	7	3
OG0000690	OG0000690	5	2	4	4	2	5	3
OG0000691	OG0000691	0	0	13	1	3	7	1
OG0000692	OG0000692	4	3	3	5	3	2	5
OG0000693	OG0000693	3	3	5	3	3	4	4
OG0000694	OG0000694	4	4	3	4	4	4	2
OG0000695	OG0000695	2	2	9	2	3	5	2
OG0000696	OG0000696	9	5	2	3	2	2	2
OG0000697	OG0000697	3	3	5	4	1	5	4
OG0000698	OG0000698	8	4	7	2	3	1	0
OG0000699	OG0000699	4	0	1	10	5	4	1
OG0000700	OG0000700	1	3	8	3	3	6	1
OG0000701	OG0000701	0	12	0	7	3	0	3
OG0000702	OG0000702	1	20	0	2	2	0	0
OG0000703	OG0000703	5	5	0	5	7	1	2
OG0000704	OG0000704	4	3	3	4	2	4	5
OG0000705	OG0000705	3	3	5	3	2	4	5
OG0000706	OG0000706	0	9	0	6	4	0	6
OG0000707	OG0000707	7	1	2	0	3	4	8
OG0000708	OG0000708	6	3	4	2	3	4	3
OG0000709	OG0000709	1	12	3	3	1	2	3
OG0000710	OG0000710	8	4	2	4	1	3	3
OG0000711	OG0000711	0	2	6	0	3	7	7
OG0000712	OG0000712	4	2	2	10	2	2	3
OG0000714	OG0000714	1	2	3	4	0	0	15
OG0000715	OG0000715	3	5	5	0	0	11	1
OG0000716	OG0000716	3	5	7	2	0	6	2
OG0000717	OG0000717	0	0	13	0	0	11	1
OG0000718	OG0000718	4	18	1	2	0	0	0
OG0000719	OG0000719	0	10	0	15	0	0	0
OG0000720	OG0000720	5	9	0	6	3	0	1
OG0000721	OG0000721	3	2	4	4	3	6	2
OG0000722	OG0000722	0	0	10	0	6	7	1
OG0000723	OG0000723	1	2	4	3	3	6	5
OG0000724	OG0000724	0	11	1	0	5	2	5
OG0000725	OG0000725	3	3	5	3	3	4	3
OG0000726	OG0000726	4	3	3	4	4	3	3
OG0000727	OG0000727	1	4	2	6	4	2	5
OG0000728	OG0000728	2	1	5	1	2	4	9
OG0000729	OG0000729	5	0	0	5	9	2	3
OG0000730	OG0000730	3	3	4	5	3	3	3
OG0000731	OG0000731	4	3	2	4	4	2	5
OG0000732	OG0000732	5	2	3	6	1	3	4
OG0000733	OG0000733	2	11	3	0	2	5	1
OG0000734	OG0000734	8	1	6	4	2	2	1
OG0000735	OG0000735	5	2	7	2	2	4	2
OG0000736	OG0000736	4	3	0	14	3	0	0
OG0000737	OG0000737	2	1	8	0	2	9	2
OG0000738	OG0000738	3	3	3	3	3	3	6
OG0000739	OG0000739	2	3	5	2	10	1	1
OG0000740	OG0000740	3	5	4	3	4	3	2
OG0000741	OG0000741	3	4	4	3	3	3	4
OG0000742	OG0000742	4	2	6	2	2	4	4
OG0000743	OG0000743	3	3	5	1	6	3	3
OG0000744	OG0000744	3	2	6	3	2	4	4
OG0000745	OG0000745	3	4	3	4	4	3	3
OG0000746	OG0000746	4	2	4	5	4	3	2
OG0000747	OG0000747	2	3	6	3	4	3	3
OG0000748	OG0000748	3	2	4	4	3	4	4
OG0000749	OG0000749	5	1	1	6	9	1	1
OG0000750	OG0000750	1	16	1	1	3	1	1
OG0000751	OG0000751	1	3	10	4	3	3	0
OG0000752	OG0000752	3	4	5	4	2	2	4
OG0000753	OG0000753	4	2	4	5	4	4	1
OG0000754	OG0000754	3	4	3	5	2	3	4
OG0000755	OG0000755	6	3	1	7	4	2	1
OG0000756	OG0000756	2	3	6	3	4	4	2
OG0000757	OG0000757	6	3	5	1	1	4	4
OG0000758	OG0000758	10	7	3	0	1	3	0
OG0000759	OG0000759	3	4	4	7	1	4	1
OG0000760	OG0000760	10	8	0	1	5	0	0
OG0000761	OG0000761	6	3	3	6	1	2	3
OG0000762	OG0000762	3	2	5	4	3	6	1
OG0000763	OG0000763	4	3	4	3	2	4	4
OG0000764	OG0000764	4	1	6	4	3	3	3
OG0000765	OG0000765	0	14	0	8	1	0	1
OG0000766	OG0000766	3	7	1	5	4	3	1
OG0000767	OG0000767	2	2	9	0	1	9	1
OG0000768	OG0000768	2	7	1	5	3	3	3
OG0000769	OG0000769	5	2	1	7	2	1	6
OG0000770	OG0000770	3	4	5	3	2	3	4
OG0000771	OG0000771	1	2	7	3	2	5	4
OG0000772	OG0000772	3	2	6	3	2	7	1
OG0000773	OG0000773	4	1	5	4	1	5	4
OG0000774	OG0000774	6	8	2	0	1	7	0
OG0000775	OG0000775	1	1	0	2	1	0	19
OG0000776	OG0000776	4	3	5	3	0	6	3
OG0000777	OG0000777	3	7	5	1	0	6	2
OG0000778	OG0000778	0	0	0	1	0	0	23
OG0000779	OG0000779	6	2	3	8	0	3	2
OG0000780	OG0000780	1	4	3	7	0	3	6
OG0000781	OG0000781	5	3	5	6	0	2	3
OG0000783	OG0000783	1	4	4	0	12	0	2
OG0000784	OG0000784	3	5	4	3	1	3	4
OG0000785	OG0000785	5	3	1	6	6	0	2
OG0000786	OG0000786	6	3	2	6	3	1	2
OG0000787	OG0000787	2	3	6	2	3	3	4
OG0000788	OG0000788	3	2	3	4	4	4	3
OG0000789	OG0000789	1	1	1	3	17	0	0
OG0000790	OG0000790	2	1	2	7	8	2	1
OG0000791	OG0000791	5	4	1	5	2	4	2
OG0000792	OG0000792	3	3	4	3	3	4	3
OG0000793	OG0000793	0	4	5	0	11	2	1
OG0000794	OG0000794	4	3	3	2	6	3	2
OG0000795	OG0000795	2	6	0	5	10	0	0
OG0000796	OG0000796	4	4	1	4	3	3	4
OG0000797	OG0000797	2	3	4	3	3	4	4
OG0000798	OG0000798	3	4	3	3	4	2	4
OG0000799	OG0000799	0	2	3	6	3	4	5
OG0000800	OG0000800	1	2	9	1	4	4	2
OG0000801	OG0000801	4	3	4	4	2	3	3
OG0000802	OG0000802	4	2	8	1	2	2	4
OG0000803	OG0000803	1	5	5	3	2	6	1
OG0000804	OG0000804	0	14	2	3	2	0	2
OG0000805	OG0000805	4	4	3	6	3	1	2
OG0000806	OG0000806	3	3	4	2	3	4	4
OG0000807	OG0000807	3	1	2	7	4	2	4
OG0000808	OG0000808	4	3	2	3	3	4	4
OG0000809	OG0000809	4	3	2	4	3	3	4
OG0000810	OG0000810	4	4	3	2	2	3	5
OG0000811	OG0000811	4	1	4	4	2	4	4
OG0000812	OG0000812	7	3	3	4	3	3	0
OG0000813	OG0000813	2	2	3	2	3	9	2
OG0000814	OG0000814	3	3	3	4	3	3	4
OG0000815	OG0000815	3	2	5	3	2	5	3
OG0000816	OG0000816	3	4	4	3	4	2	3
OG0000817	OG0000817	3	3	4	6	2	2	3
OG0000818	OG0000818	4	4	3	2	7	2	1
OG0000819	OG0000819	2	4	9	0	2	4	2
OG0000820	OG0000820	3	3	4	4	3	3	3
OG0000821	OG0000821	3	3	3	4	4	2	4
OG0000822	OG0000822	4	3	4	3	3	4	2
OG0000823	OG0000823	4	3	1	7	5	1	2
OG0000824	OG0000824	3	3	4	3	2	4	4
OG0000825	OG0000825	5	3	5	5	3	1	1
OG0000826	OG0000826	6	2	2	7	1	1	4
OG0000827	OG0000827	5	3	2	6	2	2	3
OG0000828	OG0000828	3	8	3	3	3	2	1
OG0000829	OG0000829	2	3	6	3	1	4	4
OG0000830	OG0000830	0	0	12	0	2	9	0
OG0000831	OG0000831	4	7	2	3	1	3	3
OG0000832	OG0000832	3	7	4	2	1	4	2
OG0000833	OG0000833	3	4	2	5	1	3	5
OG0000834	OG0000834	4	1	5	5	1	4	3
OG0000835	OG0000835	3	4	4	3	0	4	5
OG0000836	OG0000836	2	16	1	3	0	0	1
OG0000837	OG0000837	3	1	8	3	0	5	3
OG0000838	OG0000838	2	4	5	3	0	4	5
OG0000839	OG0000839	3	2	7	6	0	4	1
OG0000840	OG0000840	5	2	5	4	0	3	4
OG0000841	OG0000841	3	3	4	3	3	3	3
OG0000842	OG0000842	2	4	0	2	14	0	0
OG0000843	OG0000843	4	3	2	3	3	3	4
OG0000844	OG0000844	3	3	4	3	3	3	3
OG0000845	OG0000845	3	2	4	3	1	3	6
OG0000846	OG0000846	3	3	4	3	3	3	3
OG0000847	OG0000847	21	0	0	0	1	0	0
OG0000848	OG0000848	4	3	5	1	4	3	2
OG0000849	OG0000849	2	3	3	4	3	5	2
OG0000850	OG0000850	3	3	4	3	2	3	4
OG0000851	OG0000851	4	2	5	3	3	3	2
OG0000852	OG0000852	2	4	3	4	3	4	2
OG0000853	OG0000853	4	4	4	1	2	4	3
OG0000854	OG0000854	3	3	4	2	2	4	4
OG0000855	OG0000855	4	4	3	3	3	2	3
OG0000856	OG0000856	1	3	8	3	1	4	2
OG0000857	OG0000857	3	4	3	3	3	3	3
OG0000858	OG0000858	4	8	1	4	3	1	1
OG0000859	OG0000859	3	7	3	1	2	3	3
OG0000860	OG0000860	3	4	4	2	2	3	4
OG0000861	OG0000861	3	3	4	3	3	2	4
OG0000862	OG0000862	3	2	4	3	3	4	3
OG0000863	OG0000863	3	4	3	2	3	3	4
OG0000864	OG0000864	2	3	3	4	3	3	4
OG0000865	OG0000865	4	6	4	2	1	2	3
OG0000866	OG0000866	2	2	2	2	2	2	10
OG0000867	OG0000867	3	2	3	3	2	5	4
OG0000868	OG0000868	4	5	2	6	2	2	1
OG0000869	OG0000869	3	3	3	3	3	4	3
OG0000870	OG0000870	2	3	4	4	2	4	3
OG0000871	OG0000871	4	4	3	3	3	3	2
OG0000872	OG0000872	3	3	3	3	4	3	3
OG0000873	OG0000873	8	0	1	6	5	1	1
OG0000874	OG0000874	2	2	6	2	4	4	2
OG0000875	OG0000875	3	2	4	4	3	3	3
OG0000876	OG0000876	3	3	3	4	3	3	3
OG0000877	OG0000877	1	2	1	0	15	1	2
OG0000878	OG0000878	1	3	8	1	2	5	2
OG0000879	OG0000879	2	4	3	3	4	3	3
OG0000880	OG0000880	3	2	3	3	4	3	4
OG0000881	OG0000881	0	0	0	3	7	0	12
OG0000882	OG0000882	4	3	1	6	4	1	3
OG0000883	OG0000883	4	3	1	2	3	5	4
OG0000884	OG0000884	3	3	4	3	3	3	3
OG0000885	OG0000885	4	4	4	2	2	3	3
OG0000886	OG0000886	7	6	3	0	3	3	0
OG0000887	OG0000887	3	4	3	3	6	2	1
OG0000888	OG0000888	3	3	4	5	1	3	3
OG0000889	OG0000889	3	2	4	5	2	4	2
OG0000890	OG0000890	3	2	4	3	4	4	2
OG0000891	OG0000891	3	3	4	3	4	3	2
OG0000892	OG0000892	3	3	4	3	4	1	4
OG0000893	OG0000893	9	4	2	1	4	1	1
OG0000894	OG0000894	5	1	1	3	4	4	4
OG0000895	OG0000895	3	5	4	3	1	3	3
OG0000896	OG0000896	2	4	4	2	3	6	1
OG0000897	OG0000897	3	3	1	10	3	1	1
OG0000898	OG0000898	2	2	5	2	2	6	3
OG0000899	OG0000899	5	4	3	3	3	3	1
OG0000900	OG0000900	1	3	5	5	1	5	2
OG0000901	OG0000901	2	2	4	2	2	5	5
OG0000902	OG0000902	2	10	1	4	3	1	1
OG0000903	OG0000903	5	2	2	4	2	3	4
OG0000904	OG0000904	1	1	0	2	1	3	14
OG0000905	OG0000905	6	6	1	6	1	1	1
OG0000906	OG0000906	18	3	0	0	1	0	0
OG0000907	OG0000907	4	5	3	4	2	2	2
OG0000908	OG0000908	5	3	3	4	3	2	2
OG0000909	OG0000909	16	2	0	2	1	0	1
OG0000910	OG0000910	7	4	4	1	1	3	2
OG0000911	OG0000911	2	3	6	3	1	5	2
OG0000912	OG0000912	3	3	4	3	2	4	3
OG0000913	OG0000913	4	11	0	0	4	1	2
OG0000914	OG0000914	3	2	5	1	1	10	0
OG0000915	OG0000915	3	4	3	3	2	3	4
OG0000916	OG0000916	0	1	0	1	1	0	19
OG0000917	OG0000917	3	6	0	11	1	0	1
OG0000918	OG0000918	1	12	3	1	1	4	0
OG0000919	OG0000919	2	6	5	2	1	5	1
OG0000920	OG0000920	0	1	0	2	0	0	19
OG0000921	OG0000921	5	4	3	4	0	4	2
OG0000922	OG0000922	3	2	5	4	0	6	2
OG0000923	OG0000923	10	3	4	1	0	3	1
OG0000924	OG0000924	7	4	3	3	0	3	2
OG0000925	OG0000925	0	0	10	0	0	11	1
OG0000926	OG0000926	4	7	0	10	0	0	1
OG0000927	OG0000927	5	6	3	3	0	3	2
OG0000928	OG0000928	4	0	2	1	0	13	2
OG0000929	OG0000929	0	0	0	19	0	0	3
OG0000930	OG0000930	4	2	3	5	0	5	3
OG0000931	OG0000931	8	1	1	10	0	1	1
OG0000932	OG0000932	0	0	13	0	0	9	0
OG0000933	OG0000933	4	9	2	3	0	4	0
OG0000934	OG0000934	0	3	0	19	0	0	0
OG0000935	OG0000935	0	1	0	21	0	0	0
OG0000936	OG0000936	3	3	4	3	3	2	3
OG0000937	OG0000937	18	0	0	0	3	0	0
OG0000938	OG0000938	1	4	0	12	4	0	0
OG0000939	OG0000939	3	2	4	3	3	3	3
OG0000940	OG0000940	2	2	3	3	2	4	5
OG0000941	OG0000941	3	3	3	3	3	3	3
OG0000942	OG0000942	0	2	1	2	10	4	2
OG0000943	OG0000943	0	0	0	4	17	0	0
OG0000944	OG0000944	5	3	2	3	3	2	3
OG0000945	OG0000945	0	17	0	1	3	0	0
OG0000946	OG0000946	3	3	3	3	3	3	3
OG0000947	OG0000947	3	3	3	3	3	3	3
OG0000948	OG0000948	2	0	3	3	2	8	3
OG0000949	OG0000949	2	2	3	3	4	3	4
OG0000950	OG0000950	4	3	2	1	3	2	6
OG0000951	OG0000951	2	6	3	1	3	3	3
OG0000952	OG0000952	0	1	3	11	2	3	1
OG0000953	OG0000953	1	10	0	1	1	0	8
OG0000954	OG0000954	1	2	2	12	3	1	0
OG0000955	OG0000955	2	1	4	1	2	9	2
OG0000956	OG0000956	4	3	3	3	3	3	2
OG0000957	OG0000957	4	3	4	2	3	3	2
OG0000958	OG0000958	3	3	3	3	3	3	3
OG0000959	OG0000959	2	1	5	1	2	8	2
OG0000960	OG0000960	1	2	4	4	3	4	3
OG0000961	OG0000961	3	2	2	8	1	3	2
OG0000962	OG0000962	5	2	1	0	8	3	2
OG0000963	OG0000963	3	3	4	3	3	2	3
OG0000964	OG0000964	3	3	3	3	2	3	4
OG0000965	OG0000965	3	4	3	3	3	2	3
OG0000966	OG0000966	2	3	6	3	2	3	2
OG0000967	OG0000967	3	2	3	2	4	4	3
OG0000968	OG0000968	5	4	2	5	2	2	1
OG0000969	OG0000969	2	1	2	6	3	4	3
OG0000970	OG0000970	1	3	5	3	1	4	4
OG0000971	OG0000971	2	1	5	2	2	5	4
OG0000972	OG0000972	2	3	3	2	3	4	4
OG0000973	OG0000973	5	6	3	2	2	2	1
OG0000974	OG0000974	3	3	3	3	3	3	3
OG0000975	OG0000975	3	3	3	4	3	3	2
OG0000976	OG0000976	3	3	3	3	3	3	3
OG0000977	OG0000977	3	3	4	3	2	3	3
OG0000978	OG0000978	2	11	3	1	2	1	1
OG0000979	OG0000979	3	3	3	3	3	3	3
OG0000980	OG0000980	3	5	1	4	6	1	1
OG0000981	OG0000981	3	3	3	3	3	3	3
OG0000982	OG0000982	3	3	3	3	3	3	3
OG0000983	OG0000983	2	1	3	1	3	3	8
OG0000984	OG0000984	0	15	2	1	2	1	0
OG0000985	OG0000985	3	3	6	2	1	3	3
OG0000986	OG0000986	3	3	3	3	3	3	3
OG0000987	OG0000987	3	3	3	3	3	3	3
OG0000988	OG0000988	1	6	0	0	4	0	10
OG0000989	OG0000989	12	6	0	2	1	0	0
OG0000990	OG0000990	3	2	4	3	1	5	3
OG0000991	OG0000991	1	0	0	10	10	0	0
OG0000992	OG0000992	3	4	4	2	4	2	2
OG0000993	OG0000993	1	1	2	0	2	2	13
OG0000994	OG0000994	3	3	4	3	1	4	3
OG0000995	OG0000995	7	2	1	4	1	1	5
OG0000996	OG0000996	1	3	0	4	13	0	0
OG0000997	OG0000997	3	1	2	4	3	3	5
OG0000998	OG0000998	3	3	5	3	3	1	3
OG0000999	OG0000999	3	1	4	3	3	4	3
OG0001000	OG0001000	3	4	1	7	2	1	3
OG0001001	OG0001001	3	3	3	2	4	3	3
OG0001002	OG0001002	3	3	3	3	3	3	3
OG0001003	OG0001003	2	7	0	10	2	0	0
OG0001004	OG0001004	3	3	3	3	3	3	3
OG0001005	OG0001005	3	7	1	6	2	2	0
OG0001006	OG0001006	3	3	4	3	2	3	3
OG0001007	OG0001007	0	1	4	2	6	6	2
OG0001008	OG0001008	3	2	2	5	3	2	4
OG0001009	OG0001009	1	7	3	5	1	3	1
OG0001010	OG0001010	2	1	4	2	1	7	4
OG0001011	OG0001011	5	2	2	4	3	2	3
OG0001012	OG0001012	7	2	2	2	3	3	2
OG0001013	OG0001013	0	0	0	19	2	0	0
OG0001014	OG0001014	6	3	3	3	1	0	5
OG0001015	OG0001015	9	4	2	2	2	2	0
OG0001016	OG0001016	7	4	3	0	1	3	3
OG0001017	OG0001017	3	3	4	3	3	2	3
OG0001018	OG0001018	3	3	3	3	3	3	3
OG0001019	OG0001019	1	2	5	3	4	2	4
OG0001020	OG0001020	3	4	3	3	3	2	3
OG0001021	OG0001021	5	9	1	3	1	1	1
OG0001022	OG0001022	2	5	0	5	2	0	7
OG0001023	OG0001023	3	3	3	3	2	3	4
OG0001024	OG0001024	3	6	2	4	4	2	0
OG0001025	OG0001025	3	3	4	5	1	3	2
OG0001026	OG0001026	3	4	2	3	3	3	3
OG0001027	OG0001027	13	3	1	1	1	2	0
OG0001028	OG0001028	4	4	1	3	5	2	2
OG0001029	OG0001029	4	1	5	0	2	8	1
OG0001030	OG0001030	3	3	4	4	1	4	2
OG0001031	OG0001031	2	5	3	4	2	3	2
OG0001032	OG0001032	3	2	3	4	4	2	3
OG0001033	OG0001033	2	3	4	2	2	6	2
OG0001034	OG0001034	6	6	1	5	1	1	1
OG0001035	OG0001035	4	3	1	5	1	3	4
OG0001036	OG0001036	1	1	3	10	1	2	3
OG0001037	OG0001037	0	0	7	0	0	12	2
OG0001038	OG0001038	9	1	2	1	0	3	5
OG0001039	OG0001039	3	9	0	5	0	0	4
OG0001040	OG0001040	5	9	2	2	0	1	2
OG0001041	OG0001041	2	2	3	7	0	4	3
OG0001042	OG0001042	2	1	9	2	0	4	3
OG0001043	OG0001043	0	0	6	0	0	15	0
OG0001044	OG0001044	4	6	5	2	0	4	0
OG0001045	OG0001045	1	11	0	0	0	9	0
OG0001046	OG0001046	0	0	15	0	0	6	0
OG0001047	OG0001047	7	3	4	3	0	4	0
OG0001048	OG0001048	10	3	4	2	0	2	0
OG0001049	OG0001049	8	7	0	6	0	0	0
OG0001050	OG0001050	2	9	0	10	0	0	0
OG0001051	OG0001051	3	2	3	3	3	3	3
OG0001052	OG0001052	3	4	0	3	8	0	2
OG0001053	OG0001053	2	2	4	2	2	4	4
OG0001054	OG0001054	3	3	3	3	3	3	2
OG0001055	OG0001055	5	3	1	3	6	1	1
OG0001056	OG0001056	3	3	2	3	3	3	3
OG0001057	OG0001057	3	3	2	3	3	3	3
OG0001058	OG0001058	3	3	3	2	3	3	3
OG0001059	OG0001059	3	3	3	2	3	3	3
OG0001060	OG0001060	3	3	3	2	2	3	4
OG0001061	OG0001061	3	2	2	4	7	1	1
OG0001062	OG0001062	4	4	4	3	3	1	1
OG0001063	OG0001063	3	3	3	3	3	3	2
OG0001064	OG0001064	3	5	0	4	8	0	0
OG0001065	OG0001065	3	4	3	3	1	4	2
OG0001066	OG0001066	1	9	0	2	5	0	3
OG0001067	OG0001067	4	1	3	4	2	3	3
OG0001068	OG0001068	3	2	4	1	3	4	3
